Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	CTDPRS [dbar]	QV:IODE	CTDTMP [deg C]	QV:IODE	CTDSAL [pss-78]	QV:IODE	CTDOXY [umol/kg]	QV:IODE	Fluorescence Chl-a [mg/m~^3]	QV:IODE	Fluorescence Raw Data [arbitrary units]	QV:IODE	Transmissometer Beam Attenuation [1/m]	QV:IODE	Transmissometer Raw Data [arbitrary units]	QV:IODE	Turbidity Raw Data [arbitrary units]	QV:IODE	PAR Raw Data [arbitrary units]	QV:IODE	QV:ODV:SAMPLE
GA10	CTD_JC068_008_2DB	C	2011-12-30T18:19:22	10.40160	-38.40060	3.000	2	15.07800	2		9	250.100	2	0.27000	2		9	0.278690	2		9		9	0.00500	2	1
GA10	CTD_JC068_008_2DB	C	2011-12-30T18:19:22	10.40160	-38.40060	5.000	2	15.07900	2		9	250.400	2	0.27000	2		9	0.280400	2		9		9	0.00400	2	1
GA10	CTD_JC068_008_2DB	C	2011-12-30T18:19:22	10.40160	-38.40060	7.000	2	15.08200	2		9	250.400	2	0.27000	2		9	0.282460	2		9		9	0.00400	2	1
GA10	CTD_JC068_008_2DB	C	2011-12-30T18:19:22	10.40160	-38.40060	9.000	2	15.08400	2		9	250.400	2	0.27000	2		9	0.283880	2		9		9	0.00300	2	1
GA10	CTD_JC068_008_2DB	C	2011-12-30T18:19:22	10.40160	-38.40060	11.000	2	15.08200	2		9	250.500	2	0.27000	2		9	0.284650	2		9		9	0.00300	2	1
GA10	CTD_JC068_008_2DB	C	2011-12-30T18:19:22	10.40160	-38.40060	13.000	2	15.08100	2		9	250.500	2	0.27000	2		9	0.285550	2		9		9	0.00200	2	1
GA10	CTD_JC068_008_2DB	C	2011-12-30T18:19:22	10.40160	-38.40060	15.000	2	14.97600	2		9	251.000	2	0.27000	2		9	0.281300	2		9		9	0.00200	2	1
GA10	CTD_JC068_008_2DB	C	2011-12-30T18:19:22	10.40160	-38.40060	17.000	2	14.49100	2		9	252.500	2	0.28000	2		9	0.269260	2		9		9	0.00100	2	1
GA10	CTD_JC068_008_2DB	C	2011-12-30T18:19:22	10.40160	-38.40060	19.000	2	14.56500	2	34.902000	2	253.400	2	0.28000	2		9	0.276200	2		9		9	0.00100	2	1
GA10	CTD_JC068_008_2DB	C	2011-12-30T18:19:22	10.40160	-38.40060	21.000	2	14.10900	2	34.886002	2	254.600	2	0.31000	2		9	0.273800	2		9		9	0.00100	2	1
GA10	CTD_JC068_008_2DB	C	2011-12-30T18:19:22	10.40160	-38.40060	23.000	2	14.05900	2	34.891998	2	254.700	2	0.33000	2		9	0.269180	2		9		9	0.00100	2	1
GA10	CTD_JC068_008_2DB	C	2011-12-30T18:19:22	10.40160	-38.40060	25.000	2	13.96800	2	34.879002	2	254.900	2	0.34000	2		9	0.254060	2		9		9	0.00100	2	1
